event_id,title,club_name,categories,start_time,end_time,location,price,food,registration_required,status,description,image_url,school,club_type,ig_handle,source_url
4813,AFSA x Deloitte,Accounting & Finance Student Association,Career & Networking,"Tue, 31 Mar 2026 09:00 PM UTC","Tue, 31 Mar 2026 11:00 PM UTC",AL + SAF Atrium,,Yes!,True,CONFIRMED,"Join us March 31 from 5:00-7:00 PM for an evening with Deloitte, one of the world’s leading Big Four firms.

Hear directly from Deloitte professionals during a panel session in AL (Arts Lecture), followed by food and an hour of networking in the SAF Atrium. This is a great chance to learn about careers at Deloitte, ask questions, and connect with industry professionals and fellow students.

🗓️ March 31
🕐 5:00 - 7:00 PM
📍 Panel: AL (Arts Lecture) 
🍽️ Food + Networking: SAF Atrium

Come out, meet new people, and get exposure to one of the most respected firms in the industry.

Here is the link to the form : https://forms.gle/pQjT1WVMaukvC4a59,",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/644e6d5f-2b2c-48ef-9eb4-051d70112f88.jpg,University of Waterloo,Student Society,uwafsa,https://www.instagram.com/p/DVz3epwjmHL/
4833,COCA Gala,Christian Orthodox Campus-Ministry Association,"Social & Games, Religious","Tue, 31 Mar 2026 09:00 PM UTC",,"St. Mary and St. Maurice (388 Ottawa St, Kitchener, ON)",35.0,Yes!,True,CONFIRMED,DATE HAS BEEN UPDATED! Spread the news🙌🏽🙌🏽 Start preparing your fits the gala is coming up soon🤩😊,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/67d56f2e-cf3f-4fa3-b300-aa77cf8b9bac.jpg,University of Waterloo,WUSA,cocawaterloolaurier,https://www.instagram.com/p/DWNXxRSFYrC/
5011,Documentary Night: The Tiny World Of Insects,University of Waterloo Entomology Club,"Creative Arts, Academic, Social & Games","Tue, 31 Mar 2026 09:00 PM UTC","Tue, 31 Mar 2026 11:00 PM UTC",B2 350,0.0,Pizza,False,CONFIRMED,"❗️Join us in B2 room 350 on March 31st from 5-7pm to watch the BBC earth documentary: “The Tiny World of Insects”!!! 
Enjoy free pizza 🍕😋 and relax while learning about some of the earth’s cool critters!! 🐜🪳😍",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/86ee2ba1-5b80-45e5-8b54-3882763302cf.jpg,University of Waterloo,WUSA,uw.entomology,https://www.instagram.com/p/DWFZdGzjeEn/
5172,Cookies & Cram,Muslim Students Association - Orphan Sponsorship Program,"Academic, Sales & Fundraising","Tue, 31 Mar 2026 09:00 PM UTC","Wed, 01 Apr 2026 12:00 AM UTC",SLC Grad Lounge,,"Cookies, coffee, snacks",False,CONFIRMED,Time to hit those books! Join us this Tuesday in the grad lounge for a study session alongside some delicious cookies. Coffee and other snacks will also be sold with proceeds going towards charity🤍,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/54057d0c-1ba4-4da9-a743-51679e232a70.jpg,University of Waterloo,WUSA,uw_osp,https://www.instagram.com/p/DWcpx63gDli/
5112,Scoops & Science,Waterloo Students and Microbiology (WatSAM),"Academic, Social & Games, Creative Arts","Tue, 31 Mar 2026 10:00 PM UTC","Tue, 31 Mar 2026 11:00 PM UTC",STC 0010,,Ice cream,False,CONFIRMED,"Join us for Scoops & Science as we explore Deinococcus radiodurans , a microbe known for surviving extreme conditions🦠

Come learn something new, enjoy some ice cream, and get creative with a bracelet making activity!🍦✨

📅 March 31
⏰ 6–7 PM
📍 STC 0010

We hope to see you there - bring your friends!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/e639a2a4-f66b-4167-b4dd-6fd045e00b3b.jpg,University of Waterloo,WUSA,watsam_uw,https://www.instagram.com/p/DWTxGTylVwX/
5128,Movie Night,"Campus Compost, UW",Social & Games,"Tue, 31 Mar 2026 10:00 PM UTC","Wed, 01 Apr 2026 12:00 AM UTC",PAS 2083,,"Snacks, refreshments",False,CONFIRMED,"Congrats to making it to the end of the term, Warriors! 🌱
To destress, UWCC is hosting… a movie night! 🎬🍿

Snacks and refreshments will be provided (nut-free), but people are free to bring their own food as they wish (potluck style!) 🍲

We hope to see you there! 💚🌎

#uwaterloo #sustainability #campuscompost #zerowaste #waterloo #campuslife #volunteer #student #climatechange #WUSA #UWCC #environment #uwaterloolife #wusaclub #compost #composting #sustainablefeedfriday #movienight #finalexamdestressor",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/eb00c44f-2968-46a6-8775-8ed71120f379.jpg,University of Waterloo,WUSA,uwcampuscompost,https://www.instagram.com/p/DWWfpjWFLW2/
5167,EOT Trivia,Pokemon Club,Social & Games,"Tue, 31 Mar 2026 10:00 PM UTC","Wed, 01 Apr 2026 01:00 AM UTC",MC 2034,,,False,CONFIRMED,"Our last meeting is this Tuesday which means it's time for EOTrivia! Show off what you know about Pokemon for a chance to win prizes.

If you're not interested in trivia, that's okay! We'll have loaner decks as always for you to rent and only the front of the room will be used for trivia.

EOT Trivia
📅 Mar 31, 6-9pm
📍 MC 2034",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/4b71447c-b835-495e-ae56-594325b344ca.jpg,University of Waterloo,WUSA,uw_pokemon_club,https://www.instagram.com/p/DWblzo1ERev/
5111,SSA Soccer Tournament,Sikh Students Association (SSA),Athletics,"Tue, 31 Mar 2026 10:30 PM UTC","Wed, 01 Apr 2026 12:00 AM UTC",CIF Field House B Indoor,,,True,CONFIRMED,"Soccer tournament is happening next Tuesday March 31st in CIF! ⚽️ 

Sign up your team at the link in bio to be part of the bracket (https://forms.gle/Q3whuxVQLeSriA9u9)!

🗓️ Tuesday, March 31st
📍 CIF Field House Indoor
🕖 7:00PM",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/e17e6b06-74bf-4c3a-9d2c-9c30c598f4cf.jpg,University of Waterloo,WUSA,waterloolaurierssa,https://www.instagram.com/p/DWXRFQLj7_x/
3637,UW Concert Band Weekly Rehearsals,"Concert Band, UW",Creative Arts,"Tue, 31 Mar 2026 11:00 PM UTC","Wed, 01 Apr 2026 01:00 AM UTC",DC 1351,,,False,CONFIRMED,"🎉Hi everyone! Welcome to the Winter 2026 term!⛄❄

🥁Have you played an instrument in high school? Looking to practice and be part of a band?💫

🎺We have rehearsals every week (starting today!) on Tuesday from 7-9pm in DC 1351! No auditions are needed!🎵

🎷We ALSO have an open rehearsal with bubble tea! Join us on Jan 20th to rehearse with us for 1 hour then walk with us to get bubble tea! You can meet the band and learn what we're all about.🎶

🌻Join our discord in our bio for more information, we look forward to seeing you there!✨

(Condensed from multiple events)",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/20160f9e-c5e9-4784-a18a-88211d7c5cf8.jpg,University of Waterloo,WUSA,uwconcertbandclub,https://www.instagram.com/p/DTdrP-4j9E-/
4738,Trivia Night,Waterloo Undergraduate Student Association,Social & Games,"Tue, 31 Mar 2026 11:00 PM UTC","Wed, 01 Apr 2026 01:00 AM UTC",The Bomber,0.0,,True,CONFIRMED,"OMG it’s happening AGAIN!!! Trivia Night is back!

Get ready with your friends—or join a table when you arrive—and get ready for laughs, friendly competition, and your shot at $150 in Uptown Dollars gift cards for the winning team of each of the 3 rounds! 🏆

📍 The Bomber
🗓️ Tuesday, March 31 | 7–9 PM
🎟️ Free for Waterloo undergrads | WatCard required

Hosted by @beccahosts—an award-winning entertainer with over a decade of experience! From hosting trivia and bingo at local breweries to building a loyal online following during lockdown, Becca brings high-energy fun covering everything from movies and music to TV, snacks, and more.

RSVP now in the link in bio—spots are limited! Walk-ups welcome (while space lasts).
👉 Rally your crew and show off those trivia skills! 💛",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/c7b5d77b-d978-433a-86d8-7151419e3642.jpg,University of Waterloo,WUSA,yourwusa,https://www.instagram.com/p/DVtpPZFiSDc/
3829,UWaterloo Bhangra Weekly Practices,University of Waterloo Bhangra,"Creative Arts, Cultural","Wed, 01 Apr 2026 12:00 AM UTC","Wed, 01 Apr 2026 02:00 AM UTC",SLC Lower Atrium,,,False,CONFIRMED,"🌀New year. New term. Same high-energy Bhangra 🕺💃

UWBhangra weekly practices are BACK!💥

📍 SLC Lower Atrium
🗓 Tuesdays | 8–10 PM
🔥 First practice: Jan 27, 2026

Whether you’re new or returning, come dance it out with us!✨",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/2a35a1d6-c0f0-4879-8652-8cb90797b41b.jpg,University of Waterloo,WUSA,uwaterloobhangra,https://www.instagram.com/p/DTyp7O9D9O1/
5162,Weekly Session With Ivan,"Hip Hop, UW",Creative Arts,"Wed, 01 Apr 2026 12:00 AM UTC","Wed, 01 Apr 2026 02:00 AM UTC",TBD,2.0,,False,CONFIRMED,"GET READY TO RUN TO OUR NEXT SESSION 🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️

Come learn from Ivan THIS TUESDAY ‼️‼️ 

📆MARCH 31
⏰8-10PM
📍TBD

Swipe to see past choreo ➡️

💸MEMBERSHIPS ARE OPEN💸
🌱Accepting digital payment through link in bio + CASH 
- Drop ins: $2 cash 
- Memberships: $10 
- Membership with a friend: $15",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/5abdddcb-264d-4d67-8fec-dc914be742c5.jpg,University of Waterloo,WUSA,uwhiphop,https://www.instagram.com/p/DWaD_sWkazR/
5132,Student Food & Cooking Workshop,Waterloo Undergraduate Student Association,Creative Arts,"Wed, 01 Apr 2026 02:30 PM UTC","Wed, 01 Apr 2026 04:30 PM UTC",SLC Black & Gold Room,,,True,CONFIRMED,"🍳 Want to save money on groceries and learn simple meals you can actually make? Come to the Student Food & Cooking Workshop and learn to prepare a delicious, budget-friendly meal! 🍅🥔🥕

📅 April 1 | 10:30AM - 3:30PM
📍 SLC Black & Gold Room

Check out the “Events” page in our bio for more info! 🔗",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/1e07b62d-6c20-4a12-91b4-e227c01b4110.jpg,University of Waterloo,WUSA,yourwusa,https://www.instagram.com/p/DWW0EkiD1xd/
3948,Beginner-friendly Qu'ran Circles,The Islamic Information Center of the University Waterloo (IICUW),Religious,"Wed, 01 Apr 2026 09:30 PM UTC","Wed, 01 Apr 2026 11:00 PM UTC",SLC 2134/2135 (Sisters); MC 2018 (Brothers),,,False,CONFIRMED,"New to Islam or don’t know Arabic? We’ve got you.

The IIC, in collaboration with the MSA, is running a beginner-friendly Qur’an circle alongside the regular one, so everyone can participate and learn—no matter their level.

📆 Weekly starting Wed, Jan 28 (tomorrow)
🧕 Sisters: SLC 2134/2135 • 5:30–7:00 PM
👳 Brothers: MC 2018 • 7:00–8:30 PM

Don’t miss this opportunity to strengthen your relationship with the Qur’an 📖🤍

(Condensed from multiple events)",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/721c49c3-d40b-4911-af54-8a0e222dd0ad.jpg,University of Waterloo,WUSA,iicuwaterloo,https://www.instagram.com/p/DUB5wt4gk_q/
4979,La soirée des talents,Le Cercle Français,"Creative Arts, Cultural, Social & Games","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",HH 180 (Studio 180),0.0,Oui!,True,CONFIRMED,"Non, ce n’est pas un poisson d’avril! Le Cercle français vous invite à sa dernière activité du trimestre: une soirée des talents! 😁🕺👩‍🎤🎤🎷🎻🎨🤹‍♀️😆

Les places sont limitées, assurez-vous de vous inscrire à l’aide du formulaire ci-dessous! 🤠
https://forms.gle/ZJsxpwg8naUzu44LA

Le lien se trouve également dans notre bio IG!🤩",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/b6313aba-ba11-4e2d-9592-631259dc7662.jpg,University of Waterloo,Student Society,uwcerclefrancais,https://www.instagram.com/p/DWChfC8FDdP/
5082,Rust 101 Workshop,Computer Science Club,"Academic, Career & Networking","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",EIT 1015,,,False,CONFIRMED,"Interested in low-level or backend systems programming? Curious about Rust? Not sure how to start learning Rust?

Join this talk by a maintainer of the Rust compiler to learn what makes Rust such a unique programming language, and get a teaser of what and how you will learn from Rust. All levels of programming experiences welcomed.

Location: EIT 1015
Date: Wednesday, April 1, 2026 
Time: 6-8pm",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/c872c4fb-912a-4a6d-911b-dffbaefd4b7d.jpg,University of Waterloo,Student Society,uwcsclub,https://www.instagram.com/p/DWPl-Hdjjuv/
5142,GBM + Elections Game Night,Association of Caribbean Students,"Social & Games, Career & Networking","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",MC 2017,,,False,CONFIRMED,"🎉 GBM + Elections Game Night is HERE! 🎲✨

Ready to level up and take on a leadership role? 👀 This is YOUR chance to step into something bigger!

📌 Important: To run for a position, you must have attended at least one ACS event within the past year ✅

Come out for a fun, competitive night of games and vibes and maybe even secure your spot on the team 👏🏽🔥

🗓 Wednesday, April 1st
⏰ 6PM – 8PM
📍 MC 2017

Don’t miss it… we outside AND electing 😌💃🏽",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/7de5c4de-5c6c-4ac7-afa3-ce5dc2745985.jpg,University of Waterloo,WUSA,uwaterlooacs,https://www.instagram.com/p/DWXcabxERTQ/
5156,UWCLEC End-Of-Term Potluck,"Culture and Language Exchange Club, UW (UWCLEC)","Social & Games, Cultural","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",SLC Bomber,5.0,Yes!,True,CONFIRMED,"end the term the right way 🍽️🌍

UWCLEC’s End-of-Term Potluck is here — bring a dish, try food from different cultures, and hang out with everyone before the term ends

🎮 games to play
👏 tutor appreciation
🍴 lots of food

📍 SLC Bomber
🗓️ Wed, April 1st
🕕 6–8 PM

🎟️ free if you bring food
or $5 at the door
🔗 RSVP now! Link in linktree

come for the food, stay for the games 👀",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/6757fcfc-ddcc-4feb-af69-0e99f81ba496.jpg,University of Waterloo,WUSA,uwclecwaterloo,https://www.instagram.com/p/DWZmZZsDwed/
5158,Council #5,Waterloo Engineering Society,Social & Games,"Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 01:00 AM UTC",POETS,,"Snacks, mains, desserts",False,CONFIRMED,Woah almost a wrap!,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/2f65cc77-067e-4fb0-be3e-9b66bb48d576.jpg,University of Waterloo,Student Society,uwengsoc,https://www.instagram.com/p/DWZnO7NlEfQ/
5165,Honduras Brigade Info Session,Global Brigades - Medical Brigades,"Advocacy & Causes, Social & Games","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",PHY 145,,"Pizza, refreshments",False,CONFIRMED,"Join us for our Honduras Brigade Info Session and learn more about how you can get involved with Global Medical Brigades.

Global Medical Brigades brings together students, healthcare professionals, and local communities to support sustainable healthcare initiatives. Brigades help improve access to medical care, medication, and trained local health workers who continue supporting the community long after the trip ends.

📍 PHY 145
📅 April 1
⏰ 6:00–8:00 PM

🍕 Enjoy bingo with prizes, pizza, and refreshments while learning more about the trip, our impact, and how you can get involved as a general member or brigade participant.

#universityofwaterloo #waterloo #uwaterloo #premed #globalmedicalbrigades",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/3bc59606-5cb6-40e2-8962-593f010e60c4.jpg,University of Waterloo,WUSA,waterloochaptergmb,https://www.instagram.com/p/DWaXXqvjJ_4/
5170,WQC Trading Challenge,Waterloo Quant Club,"Career & Networking, Social & Games","Wed, 01 Apr 2026 10:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",DC 1350,,"Snacks, beverages",False,CONFIRMED,"Join us for our final event of the term to learn trading insights from Quant Traders and play an exchange based trading game to win merch (shirts, bottles, poker decks etc.) from our sponsors! 

📅 April 1st, 6:00-8pm, DC 1350.
📈 No prior trading experience needed, everyone is welcome!
🍕 Food, drinks will be provided!
‼️ Merch and prizes up for grabs!

If you want to familiarize yourself with the game before Wednesday, checkout the ETF Trading Game packet linked in bio!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/9f109e72-bd65-442a-8091-658344529a37.jpg,University of Waterloo,,wlooquantclub,https://www.instagram.com/p/DWcK3pQIO8v/
4686,The Bismuth Lab,Materials & Nanosciences Society,Academic,"Wed, 01 Apr 2026 10:30 PM UTC","Thu, 02 Apr 2026 12:30 AM UTC",STC 4019,,,True,CONFIRMED,"Get ready to recrystallize bismuth. Join the MNS society on April 1, 2026 from 6:30 to 8:30 pm in STC 4019, to recrystallize bismuth. Register for the event with the link below. Space is limited so register ASAP. 

Don’t forget to bring a lab coat and safety goggles.

The registration form can also be found in our bio. 

https://docs.google.com/forms/d/e/1FAIpQLSclRXzPhCdWmnVjsYDLzLt1HybziHS2Ah-XO_4ZUI2LeR-Owg/viewform",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/b9a0a9b8-4865-4b4b-89d7-9be349c9b357.jpg,University of Waterloo,Student Society,mns.soc,https://www.instagram.com/p/DVo2h9cDmk_/
5079,W26 Night Market: Spring In Bloom,"Chinese Students Association (CSA), UW","Social & Games, Cultural, Creative Arts","Wed, 01 Apr 2026 10:30 PM UTC","Thu, 02 Apr 2026 02:00 AM UTC",SLC Great Hall,0.0,"Baba Chicken Grill, Sweet Lou’s, Cherries Dessert, Chicken Plus, Fantuan",False,CONFIRMED,"presents W26 Night Market: Spring in Bloom🎐̤̮ 

Step into spring with us with lots of yummy food and fun activities before exams hit! 

This is a completely FREE event featuring food from your favourite food vendors including: Baba Chicken Grill, Sweet Lou’s, Cherries Dessert, Chicken Plus, and Fantuan!

Activities include: live drawing, hang bar, cup pong, bracelet making, photo booth, performances, decodan and more!

If thats not enticing enough we are also giving away gift cards, plushies, and snacks!
To enter for a chance to win a goodie basket worth $XX:
1. Follow us
2. Tag a friend in the comments
3. Repost this post on your story and tag us

Event details:
📍 Location: SLC Great Hall
🗓️ Date: Wednesday, April 1
⏰ Time: 6:30–10PM

This is the LAST event before exams hit, don’t miss it! See you when the flowers bloom.. ˖𓍢ִ໋🌷͙֒˚.⋆

This event is graciously funded by the Arts Endowment Fund and Student Life Endowment Fund.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/415ae591-7373-4047-839f-ac1d7871157e.jpg,University of Waterloo,WUSA,uwcsa,https://www.instagram.com/p/DWPb8-yESQI/
4288,The Starless Sea Reading Group,UW Book Club,"Academic, Creative Arts","Wed, 01 Apr 2026 11:00 PM UTC","Thu, 02 Apr 2026 12:00 AM UTC",DWE 3517,,,False,CONFIRMED,"Announcing our third read for this term: The Starless Sea by Erin Morgenstern!

We’ll continue to meet every Wednesday from 7-8pm in DWE 3517, discussing a short story and a few chapters of the novel each week!

READING SCHEDULE:
February 25:
📕The Library of Babel by Jorge Luis Borges
📘The Starless Sea by Erin Morgenstern, Book I: Sweet Sorrows
March 4:
📕Escape from Spiderhead by George Saunders
📘The Starless Sea by Erin Morgenstern, Book II: Fortunes and Fables
March 11:
📕Bloodchild by Octavia E. Butler
📘The Starless Sea by Erin Morgenstern, Book III: The Ballad of Simon and Eleanor
March 18:
📕In the Cemetery Where Al Jolson Is Buried by Amy Hempel
📘The Starless Sea by Erin Morgenstern, Book IV: Written in the Stars
March 25:
📕The Horror of the Heights by Arthur Conan Doyle
📘The Starless Sea by Erin Morgenstern, Book V: The Owl King
April 1:
📕A Perfect Day for Bananafish by J. D. Salinger
📘The Starless Sea by Erin Morgenstern, Book VI: The Secret Diary of Katrina Hawkins",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/973f6828-af75-493f-a901-64169011f407.jpg,University of Waterloo,WUSA,uwtrgbookclub,https://www.instagram.com/p/DUtn28WEVWc/
4836,End Of Term A Cappella Concert,A Cappella Club,Creative Arts,"Wed, 01 Apr 2026 11:00 PM UTC",,"Hagey Hall, Humanities Theatre",10.0,,True,CONFIRMED,"‼️ TICKETS FOR EOT ARE OUT ‼️

UWACC has its Winter 2026 End of Term A Cappella Concert on April 1st and 2nd! Visit the link in our bio or at tinyurl.com/W26UWACCEOT to get your tickets! 🤑

📍 Hagey Hall, Humanities Theatre
📆 7:00 PM, April 1st and 2nd
🚪 Doors open at 6:30 PM
🎟️ Link in bio, or at the door!

💜 🩵 💚 ❤️ 💛",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/a8041906-0f23-416b-acfb-93d5b9689ac4.jpg,University of Waterloo,WUSA,uwacc,https://www.instagram.com/p/DV2MjaPkWoz/
3800,On The Roxs,Earth and Environemental Undergraduate Club,"Social & Games, Academic","Thu, 02 Apr 2026 02:00 PM UTC","Thu, 02 Apr 2026 07:00 PM UTC",EIT 1017,0.0,"Timbits, coffee",False,CONFIRMED,"On the Roxs is happening every Thursday in EIT 1017. Come by for timbits, coffee, and mineral giveaways! 🪨

The SEG Waterloo student chapter will also be doing a presentation this Thursday. Come by at noon to check it out for more information!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/d475a96a-b378-4bf6-8efa-2e303cfb4bed.jpg,University of Waterloo,Student Society,watrox1017,https://www.instagram.com/p/DTv0yoQEpn9/
5160,Rock Core Display & Core Logging Workshop,Earth and Environemental Undergraduate Club,Academic,"Thu, 02 Apr 2026 03:30 PM UTC","Thu, 02 Apr 2026 05:00 PM UTC",EIT 1009,,Pizza,False,CONFIRMED,"Ever seen rock core up close? Can't wait for your first core logging experience? Come join us next Thursday - either just to look, or step up for a simple core logging challenge! 

We’ll walk you through the basics, you’ll get to log real core, and… core loggers get pizza 👀🍕

Plus, extra special rock samples from Frank Santaguida of Errington Metals! ✨",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/1c29bec7-acd0-4fbc-a1f5-d1543eca7917.jpg,University of Waterloo,Student Society,watrox1017,https://www.instagram.com/p/DWZzFCxDynw/
5153,AHSUM x Crumby Cookie Dough,Association of Health Students Undergraduate Members,"Social & Games, Sales & Fundraising","Thu, 02 Apr 2026 04:00 PM UTC","Thu, 02 Apr 2026 06:00 PM UTC",EXP Foyer,6.0,Cookie dough,False,CONFIRMED,"🍪🥄 Hey AHSSIES! Congratulations on reaching the homestretch of the Winter 2026 term! We think that calls for some celebration, and what better way to treat yourself to some FREE* Crumby cookie dough! Swipe to see what flavours we’ll be offering!

Join us on Thursday, April 2nd in the EXP Foyer from 12pm-2pm and treat yourself to a sweet treat!

🗓️ Thursday, April 2nd
🕛 12pm to 2pm
📍 EXP Foyer

Can’t wait to see everyone for some cookie dough! Good luck on the end of the term, AHSSIES!

*Free for Health students who have paid their Winter 2026 AHSUM Society fee.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/415fe0f6-6274-46c0-85e3-cfc8c7309168.jpg,University of Waterloo,Student Society,ahsum.waterloo,https://www.instagram.com/p/DWZdyDbCQjD/
4956,Audition For TBH: The Musical,Waterloo Undergraduate Student Association,Creative Arts,"Thu, 02 Apr 2026 06:30 PM UTC","Thu, 02 Apr 2026 09:30 PM UTC",SLC Black & Gold Room,,,True,CONFIRMED,"AUDITION FOR TBH: The Musical 🤩🎭

Main character energy? This is your sign.

✨ Share your talents at an in-person audition
✨ No experience needed (fr, we got you)
✨ No prep required — everything’s taught on the spot
✨ Just show up ready to sing, dance, act & have fun

📍 Open to students from ALL faculties — come as you are, we want to see YOU 💛 

AUDITION DATES:
🗓️ Wed, March 25 | 12:00–3:00 PM
🗓️ Thurs, April 2 | 2:30–5:30 PM
📍 Black & Gold Room

‼️ You only need to attend ONE audition date

🔗 SIGN UP HERE: wusa.ca/tbh-musical

Don’t sleep on this — your theatre era starts NOW 🎤🔥

#JoinTheCast #YourSignToAudition #uwaterloolife",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/43e70a97-62e9-4504-9ec2-921524e713ce.jpg,University of Waterloo,,yourwusa,https://www.instagram.com/p/DWBs6QogKaa/
5013,WAGS Study Night,Waterloo Association of Geography Students,"Academic, Social & Games","Thu, 02 Apr 2026 08:00 PM UTC","Thu, 02 Apr 2026 10:00 PM UTC",ESS Lounge,0.0,"Pizza, snacks, soda",False,CONFIRMED,"Join us on April 2nd from 4PM to 6PM in the ESS Lounge for WAGS Study Night! Enjoy free pizza, snacks, soda, peer mentor sessions, and study ‘tutorials’ from upper-year students while you prepare for your upcoming exams, Geographers! We hope to see you there.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/8e3f5587-eaef-405b-8efc-a8da973fe731.jpg,University of Waterloo,Student Society,envwags,https://www.instagram.com/p/DWFeLnAiaXP/
3946,ERSSA Weekly Meetings,"Environment, Resources and Sustainability Student Association","Social & Games, Academic","Thu, 02 Apr 2026 08:30 PM UTC",,EV2 2006,,,False,CONFIRMED,❄Join ERSSA this winter at our weekly meetings on Thursdays 4:30pm in EV2-2006!❄,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/c8c5fd3c-d1c8-40ee-bf06-86a5e947145e.jpg,University of Waterloo,Student Society,uwerssa,https://www.instagram.com/p/DUB1qEbkolJ/
5029,Pints And Profs,Communication Arts Society,"Social & Games, Academic","Thu, 02 Apr 2026 09:00 PM UTC","Fri, 03 Apr 2026 12:00 AM UTC","McCabe’s Irish Pub + Grill (44 King Street S, Waterloo)",0.0,Yes!,True,CONFIRMED,"You heard it…..
PINTS AND PROFS IS BACK! 🍻

Come hang out with your favourite Communication Arts profs outside the classroom 🧑‍🏫✨

This a great opportunity for great convos, FREE food + 1 drink on us! 

Make sure to RSVP by March 27th through the link in our bio 🙂 

📅 Date : April 2nd 
⏰ Time : 5:00-8:00pm 
📍Location : McCabe’s Irish Pub + Grill, 44 King Street S, Waterloo

**Reminder : A WatCard is required for entry. Valid ID must be shown if you wish to receive an alcoholic beverage.**",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/b72f4221-9c90-424d-a62b-b714d99a050c.jpg,University of Waterloo,Student Society,uw.cas,https://www.instagram.com/p/DWHC5fdkXz3/
5077,End Of Term Tournament,University of Waterloo Geoguessr Club (UWGG),Social & Games,"Thu, 02 Apr 2026 09:30 PM UTC",,EV3 4412,,,True,CONFIRMED,"We’re excited to announce our END OF TERM TOURNAMENT! $100 in prizes are to be won!

Please RSVP your spot using the link in our bio, and join the Discord if you haven’t already! Walk-in spots may not be available so sign up if you are planning to come!

The tournament will take place on Thursday April 2 at 5:30 PM. Bring your own laptops, see you there!!!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/790a48ea-a064-4e20-abe5-95e7a7123a39.jpg,University of Waterloo,WUSA,uwgeoguessr,https://www.instagram.com/p/DWPVbeQkc3F/
3584,ACE Rehearsals,ACE - A Cappella Affiliate,"Creative Arts, Social & Games","Thu, 02 Apr 2026 10:00 PM UTC","Fri, 03 Apr 2026 01:00 AM UTC",TBA,,,False,CONFIRMED,"WE ARE BACK 🗣️🗣️ We know you want to have fun this term, so ACE is here for you, YES YOU‼️

Our rehearsals will be held every Thursday from 6-9 PM in a soon to be disclosed location 🤗

If you want to try out a cappella, meet new people, or simply see what we’re all about, please join us for any Thursday rehearsal starting January 15th 💥

To keep up with ACE, join our discord using the link in our bio 🔗

We are so excited to meet you !",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/1f9824b9-289a-4301-8c6d-dc47e71a0e50.jpg,University of Waterloo,WUSA,uw_ace,https://www.instagram.com/p/DTVkIeGjJCW/
